Household_Id,date,month,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,Usage_Type,Acorn,Acorn_grouped,file,Score,Anomaly,Average_Energy_That_Day,Anomaly Class
MAC004179,18/02/2013,Feb,5.52200005,5.791124987,8.1709995,48,0.713607716,277.97,5.052,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,12.81,Over
MAC004179,13/11/2013,Nov,5.4575002,5.641979165,7.1789999,48,0.515489708,270.81,5.0300002,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,13.24,Over
MAC004179,17/02/2013,Feb,5.1924999,4.883645856,6.651,48,1.140352631,234.42,1.737,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,13.24,Over
MAC004179,14/11/2013,Nov,5.11599995,4.204187481,5.928,48,1.417547917,201.8,1.939,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,12.88,Over
MAC004179,11/12/2013,Dec,3.643,3.996520835,7.3299999,48,1.858427479,191.83,1.716,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,13.19,Over
MAC004179,19/02/2013,Feb,3.2725,3.722979167,5.6900001,48,1.424814227,178.7,1.788,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,12.79,Over
MAC003394,24/11/2013,Nov,3.428,3.475854154,5.4039998,48,0.601426529,166.84,2.618,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,14.65,Over
MAC000569,16/11/2013,Nov,2.8189999,3.20177084,5.862,48,1.006027506,153.69,1.984,Fixed,ACORN-A,Affluent,block_1,-0.308005045,-1,13.99,Over
MAC000569,20/11/2013,Nov,2.64550005,3.096666667,5.4260001,48,1.038279549,148.64,2.017,Fixed,ACORN-A,Affluent,block_1,-0.308005045,-1,13.72,Over
MAC003394,23/11/2013,Nov,3.377,3.092666642,4.401,48,0.773883923,148.45,2.098,Fixed,ACORN-A,Affluent,block_0,-0.308005045,-1,14.46,Over
MAC004179,12/06/2013,Jun,2.78849995,2.949958317,4.6919999,48,0.830552508,141.6,1.683,Fixed,ACORN-A,Affluent,block_0,-0.307063025,-1,14.01,Over
MAC004179,12/03/2013,Mar,2.75699995,2.941229169,5.8270001,48,0.992551293,141.18,1.6950001,Fixed,ACORN-A,Affluent,block_0,-0.307063025,-1,14.06,Over
MAC000569,24/11/2013,Nov,3.16299995,2.904312506,5.178,48,1.223465219,139.41,1.2970001,Fixed,ACORN-A,Affluent,block_1,-0.307063025,-1,14.65,Over
MAC001145,26/03/2013,Mar,2.93400005,2.903145808,4.9549999,48,1.279048713,139.35,1.428,Fixed,ACORN-A,Affluent,block_1,-0.307063025,-1,13.51,Over
MAC004179,25/11/2013,Nov,2.674,2.895395837,4.6539998,48,0.821280639,138.98,1.814,Fixed,ACORN-A,Affluent,block_0,-0.307063025,-1,13.28,Over
MAC004179,22/11/2013,Nov,2.712,2.874812506,5.0170002,48,0.799892664,137.99,1.979,Fixed,ACORN-A,Affluent,block_0,-0.307063025,-1,13.65,Over
MAC004179,17/05/2013,May,2.724,2.856354152,4.6960001,48,0.72445679,137.1,1.848,Fixed,ACORN-A,Affluent,block_0,-0.307063025,-1,12.35,Over
MAC000569,11/09/2013,Sep,2.98099995,2.851916656,4.428,48,0.573867325,136.89,2.086,Fixed,ACORN-A,Affluent,block_1,-0.307063025,-1,14.07,Over
MAC000569,11/10/2013,Oct,2.68449995,2.841791663,5.2470002,48,0.770919177,136.41,1.97,Fixed,ACORN-A,Affluent,block_1,-0.307063025,-1,14.1,Over
MAC001145,21/01/2013,Jan,2.918,2.818166654,5.6079998,48,1.481806682,135.27,1.079,Fixed,ACORN-A,Affluent,block_1,-0.307063025,-1,13.61,Over
MAC001145,24/03/2013,Mar,2.99749995,2.81172916,4.7259998,48,1.2238059,134.96,1.3329999,Fixed,ACORN-A,Affluent,block_1,-0.306122067,-1,13.74,Over
MAC004179,18/01/2013,Jan,2.63600005,2.80564584,5.296,48,1.051422998,134.67,1.4069999,Fixed,ACORN-A,Affluent,block_0,-0.306122067,-1,14.22,Over
MAC004179,15/11/2013,Nov,2.70749995,2.796666669,4.5469999,48,0.814075934,134.24,1.653,Fixed,ACORN-A,Affluent,block_0,-0.306122067,-1,13.15,Over
MAC000569,19/11/2013,Nov,2.23450005,2.781958331,5.0780001,48,0.954828036,133.53,1.706,Fixed,ACORN-A,Affluent,block_1,-0.306122067,-1,13.67,Over
MAC000569,11/08/2013,Aug,2.31299995,2.76091665,5.1929998,48,0.878078772,132.52,1.8839999,Fixed,ACORN-A,Affluent,block_1,-0.30424333,-1,13.24,Over
MAC004179,24/05/2013,May,2.57850005,2.7540625,4.4359999,48,0.601143462,132.2,1.931,Fixed,ACORN-A,Affluent,block_0,-0.30424333,-1,12.03,Over
MAC004179,19/11/2013,Nov,2.7164999,2.722874998,5.678,48,0.890974559,130.7,1.585,Fixed,ACORN-A,Affluent,block_0,-0.30330555,-1,13.67,Over
MAC004179,21/02/2013,Feb,2.73099995,2.722604165,4.6919999,48,0.873268306,130.68,1.628,Fixed,ACORN-A,Affluent,block_0,-0.30330555,-1,12.85,Over
MAC004179,12/05/2013,May,2.658,2.718354162,4.0599999,48,0.698189791,130.48,1.599,Fixed,ACORN-A,Affluent,block_0,-0.30330555,-1,13.9,Over
MAC001145,25/01/2013,Jan,2.6880001,2.718125,6.046,48,1.46756,130.47,1.085,Fixed,ACORN-A,Affluent,block_1,-0.30330555,-1,13.94,Over
MAC004179,02/12/2013,Dec,2.5015,2.709874992,4.9689999,48,0.952679647,130.07,1.487,Fixed,ACORN-A,Affluent,block_0,-0.30330555,-1,13.25,Over
MAC001145,17/01/2013,Jan,2.7635,2.705958325,5.6409998,48,1.427155179,129.89,1.045,Fixed,ACORN-A,Affluent,block_1,-0.30330555,-1,13.94,Over
MAC004179,14/05/2013,May,2.6515,2.694354171,4.1620002,48,0.678489944,129.33,1.677,Fixed,ACORN-A,Affluent,block_0,-0.30330555,-1,12.11,Over
MAC004179,12/10/2013,Oct,2.5530001,2.686062481,4.7319999,48,0.792091444,128.93,1.393,Fixed,ACORN-A,Affluent,block_0,-0.30330555,-1,13.91,Over
MAC001145,02/12/2013,Dec,2.3105,2.680125013,5.1849999,48,1.263252342,128.65,1.309,Fixed,ACORN-A,Affluent,block_1,-0.30330555,-1,13.25,Over
MAC004179,25/02/2013,Feb,2.34749995,2.670875004,5.3829999,48,0.924043585,128.2,1.6670001,Fixed,ACORN-A,Affluent,block_0,-0.300498545,-1,13.68,Over
MAC004179,14/02/2013,Feb,2.49800005,2.662437481,4.9239998,48,0.806760607,127.8,1.749,Fixed,ACORN-A,Affluent,block_0,-0.300498545,-1,13.35,Over
MAC001145,03/11/2013,Nov,3.12749995,2.658187515,4.8649998,48,1.361759131,127.59,1.067,Fixed,ACORN-A,Affluent,block_1,-0.300498545,-1,14.05,Over
MAC004179,26/12/2013,Dec,2.26400005,2.656270842,4.6960001,48,0.833026758,127.5,1.5420001,Fixed,ACORN-A,Affluent,block_0,-0.300498545,-1,13.68,Over
MAC001145,13/02/2013,Feb,2.94299995,2.652999992,5.257,48,1.325737034,127.34,1.081,Fixed,ACORN-A,Affluent,block_1,-0.300498545,-1,12.96,Over
MAC001145,03/12/2013,Dec,2.5795001,2.646083342,5.4299998,48,1.321801106,127.01,1.059,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,14.08,Over
MAC004179,22/02/2013,Feb,2.3165001,2.63916669,5.8010001,48,0.997106958,126.68,1.669,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,13.29,Over
MAC001145,23/03/2013,Mar,2.64550005,2.635250002,4.4829998,48,1.027188713,126.49,1.3380001,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,14.18,Over
MAC004179,28/12/2013,Dec,2.4755,2.629729165,4.132,48,0.551808595,126.23,1.84,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,13.95,Over
MAC001145,31/03/2013,Mar,2.755,2.622770846,4.9860001,48,1.16503929,125.89,1.286,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,13.66,Over
MAC004179,12/04/2013,Apr,2.40700005,2.614229171,4.7610002,48,0.764584922,125.48,1.677,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,13.55,Over
MAC001145,22/01/2013,Jan,2.63549995,2.611791669,5.0599999,48,1.34033665,125.37,1.066,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,13.88,Over
MAC004179,12/07/2013,Jul,2.47749995,2.606854179,5.1300001,48,0.765630429,125.13,1.535,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,14.39,Over
MAC004179,11/11/2013,Nov,2.49650005,2.600979171,4.7210002,48,0.653816278,124.85,1.802,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,13.35,Over
MAC004179,28/10/2013,Oct,2.46150005,2.59725,4.046,48,0.519822655,124.67,1.8049999,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,13.48,Over
MAC000569,12/05/2013,May,2.32150005,2.595541648,5.0320001,48,0.897287316,124.59,0.347,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,13.9,Over
MAC004179,25/03/2013,Mar,2.42550005,2.595333333,4.6900001,48,0.842341168,124.58,1.602,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,13.12,Over
MAC001145,16/01/2013,Jan,2.58850005,2.594812517,5.2470002,48,1.38479112,124.55,1.0829999,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,14.03,Over
MAC004179,03/11/2013,Nov,2.4735,2.582979177,4.349,48,0.779451511,123.98,1.526,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,14.05,Over
MAC001145,29/03/2013,Mar,2.4695001,2.574374981,5.2849998,48,1.226729506,123.57,1.087,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,13.36,Over
MAC001145,20/01/2013,Jan,2.8045001,2.572499977,5.1259999,48,1.454697811,123.48,1.087,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,14.62,Over
MAC004179,14/01/2013,Jan,2.554,2.56964585,4.598,48,0.819054889,123.34,1.3940001,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,14.09,Over
MAC001145,25/02/2013,Feb,2.38800005,2.568729156,5.1420002,48,1.122686307,123.3,1.097,Fixed,ACORN-A,Affluent,block_1,-0.297701019,-1,13.68,Over
MAC004179,10/04/2013,Apr,2.3870001,2.560062498,4.7220001,48,0.83778252,122.88,1.332,Fixed,ACORN-A,Affluent,block_0,-0.297701019,-1,12.01,Over
MAC001145,23/01/2013,Jan,2.55299995,2.553208342,5.4899998,48,1.391437805,122.55,1.057,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,13.74,Over
MAC004179,23/12/2013,Dec,2.4175,2.551187498,4.4489999,48,0.786414505,122.46,1.376,Fixed,ACORN-A,Affluent,block_0,-0.296770612,-1,14.82,Over
MAC000569,23/11/2013,Nov,2.34749995,2.55087499,4.585,48,1.027698451,122.44,1.351,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,14.46,Over
MAC001145,14/01/2013,Jan,2.67999995,2.547770819,5.0869999,48,1.203548452,122.29,1.0829999,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,14.09,Over
MAC004179,12/12/2013,Dec,2.4395,2.545104167,4.1209998,48,0.618681715,122.16,1.474,Fixed,ACORN-A,Affluent,block_0,-0.296770612,-1,13.61,Over
MAC001145,03/10/2013,Oct,2.42649995,2.540166675,5.0570002,48,1.227824558,121.93,1.091,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,14.29,Over
MAC001145,19/01/2013,Jan,2.5805,2.534124998,5.0900002,48,1.394603949,121.64,1.0420001,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,14.85,Over
MAC000569,17/11/2013,Nov,2.21350005,2.53135416,4.902,48,0.795126997,121.5,1.471,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,14.94,Over
MAC001145,02/11/2013,Nov,2.6110001,2.578127662,5.5570002,47,1.340201199,121.17,1.059,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,13.92,Over
MAC001145,15/01/2013,Jan,2.6485001,2.522770831,4.6469998,48,1.229716901,121.09,1.0829999,Fixed,ACORN-A,Affluent,block_1,-0.296770612,-1,13.63,Over
MAC004179,26/11/2013,Nov,2.1995,2.522687504,5,48,0.653625933,121.09,1.891,Fixed,ACORN-A,Affluent,block_0,-0.296770612,-1,13.54,Over
MAC004179,17/11/2013,Nov,2.47950005,2.520416685,3.7550001,48,0.484094556,120.98,1.788,Fixed,ACORN-A,Affluent,block_0,-0.296770612,-1,14.94,Over
MAC004179,18/10/2013,Oct,2.28450005,2.517833325,4.467,48,0.695609666,120.86,1.479,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.64,Over
MAC001145,27/03/2013,Mar,2.602,2.512624998,4.9829998,48,1.204636216,120.61,1.0930001,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.25,Over
MAC004179,02/11/2013,Nov,2.65849995,2.509562492,5.395,48,1.069378277,120.46,1.1900001,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.92,Over
MAC001145,24/02/2013,Feb,2.7889999,2.508916665,4.8660002,48,1.284693608,120.43,1.085,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,14.22,Over
MAC004179,28/03/2013,Mar,2.2975,2.503062513,5.1059999,48,0.842699997,120.15,1.471,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.5,Over
MAC000569,15/11/2013,Nov,2.5835,2.502770854,5.6110001,48,1.114330577,120.13,0.893,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.15,Over
MAC004179,15/10/2013,Oct,2.33950005,2.495208313,4.7329998,48,0.652618922,119.77,1.557,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.85,Over
MAC004179,29/11/2013,Nov,2.2485,2.490541675,4.96,48,0.859057073,119.55,1.531,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.46,Over
MAC001145,21/02/2013,Feb,2.75049995,2.489437494,4.848,48,1.23319056,119.49,1.089,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,12.85,Over
MAC004179,24/03/2013,Mar,2.15049995,2.48391666,5.2420001,48,0.818287877,119.23,1.665,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.74,Over
MAC001145,04/04/2013,Apr,2.1465,2.477145833,5.0450001,48,1.181004674,118.9,1.321,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.55,Over
MAC004179,21/11/2013,Nov,2.1600001,2.473125004,4.2709999,48,0.748646389,118.71,1.483,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,14.18,Over
MAC004179,10/10/2013,Oct,2.385,2.471750015,4.2859998,48,0.62151675,118.64,1.6390001,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,11.88,Over
MAC004179,06/04/2013,Apr,2.32850005,2.471291677,4.2080002,48,0.565712709,118.62,1.783,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,10.98,Over
MAC000569,13/11/2013,Nov,2.40050005,2.470833335,3.859,48,0.625313837,118.6,1.04,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.24,Over
MAC001145,24/01/2013,Jan,2.28649995,2.459354169,4.967,48,1.244387978,118.05,1.05,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.67,Over
MAC004179,16/11/2013,Nov,2.27849995,2.456062485,4.138,48,0.605575314,117.89,1.719,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.99,Over
MAC004179,01/07/2013,Jul,2.5115,2.455812477,5.0469999,48,1.029043324,117.88,0.962,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.88,Over
MAC004179,23/11/2013,Nov,2.25250005,2.455625013,4.757,48,0.610070354,117.87,1.85,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,14.46,Over
MAC004179,20/11/2013,Nov,2.178,2.455458327,4.9400001,48,0.723604178,117.86,1.683,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.72,Over
MAC004179,16/05/2013,May,2.3815,2.45177084,4.3639998,48,0.625102757,117.69,1.414,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,11.48,Over
MAC001145,02/07/2013,Jul,2.38100005,2.450875,5.1240001,48,1.217716245,117.64,1.076,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.07,Over
MAC001145,13/01/2013,Jan,2.4369999,2.449562481,5.2779999,48,1.461937936,117.58,0.844,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,14.08,Over
MAC004179,27/11/2013,Nov,2.33949995,2.447979177,3.9579999,48,0.596575376,117.5,1.6210001,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.8,Over
MAC004179,21/05/2013,May,2.2405001,2.446291681,4.5560002,48,0.688628232,117.42,1.658,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,11.92,Over
MAC004179,23/09/2013,Sep,2.22300005,2.445124996,4.9819999,48,0.671526208,117.37,1.482,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.58,Over
MAC004179,15/05/2013,May,2.2895,2.444541656,4.8509998,48,0.611342939,117.34,1.612,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,11.8,Over
MAC004179,17/01/2013,Jan,2.194,2.440437502,5.6490002,48,0.80472595,117.14,1.658,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.94,Over
MAC004179,05/07/2013,Jul,2.2685001,2.440229177,4.1399999,48,0.653102098,117.13,1.608,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,10.94,Over
MAC004179,25/10/2013,Oct,2.1600001,2.438999998,4.7129998,48,0.738728238,117.07,1.568,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.67,Over
MAC004179,24/11/2013,Nov,2.2285,2.435041688,4.0289998,48,0.488746413,116.88,1.839,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,14.65,Over
MAC004179,19/01/2013,Jan,2.3565,2.433437502,4.072,48,0.69884379,116.81,1.494,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,14.85,Over
MAC004179,22/03/2013,Mar,2.01949995,2.433375,5.3940001,48,1.053476991,116.8,1.385,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.35,Over
MAC000569,12/01/2013,Jan,2.10299995,2.426999985,4.3590002,48,1.116481142,116.5,1.199,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,14.5,Over
MAC004179,16/09/2013,Sep,2.2149999,2.424229154,4.4809999,48,0.72208142,116.36,1.3789999,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.43,Over
MAC004179,21/01/2013,Jan,2.4339999,2.422541677,3.8280001,48,0.624495213,116.28,1.557,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.61,Over
MAC004179,15/02/2013,Feb,2.05500005,2.421666663,4.855,48,0.852823727,116.24,1.522,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.04,Over
MAC004179,17/12/2013,Dec,2.3175,2.419937479,4.6279998,48,0.878854825,116.16,1.404,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,14,Over
MAC004179,25/12/2013,Dec,2.16400005,2.407562517,4.5819998,48,0.859226169,115.56,1.506,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.41,Over
MAC004179,11/08/2013,Aug,2.3205,2.405583325,4.8829999,48,0.766445823,115.47,1.319,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.24,Over
MAC001145,20/03/2013,Mar,2.54750005,2.405250008,4.3860002,48,1.085802507,115.45,0.85,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,12.97,Over
MAC004179,11/01/2013,Jan,2.286,2.402458321,3.7049999,48,0.518896856,115.32,1.503,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.97,Over
MAC000569,21/11/2013,Nov,2.31299995,2.393854173,3.5109999,48,0.457481665,114.91,1.707,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,14.18,Over
MAC001145,02/10/2013,Oct,2.30649995,2.392166685,4.5770001,48,1.153005346,114.82,1.082,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.96,Over
MAC001145,20/11/2013,Nov,2.7335,2.390666675,5.2880001,48,1.34110784,114.75,0.845,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.72,Over
MAC003257,17/01/2013,Jan,2.41350005,2.38945834,4.1020002,48,0.808443042,114.69,1.434,Dynamic,ACORN-A,Affluent,block_2,-0.295841253,-1,13.94,Over
MAC004179,30/10/2013,Oct,2.3105,2.385937506,4.5079999,48,0.539970969,114.53,1.696,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.14,Over
MAC004179,31/01/2013,Jan,2.26450005,2.385979163,4.1859999,48,0.848149732,114.53,1.2079999,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.03,Over
MAC004179,12/02/2013,Feb,2.2945,2.384958323,4.5139999,48,0.702939699,114.48,1.405,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,13.34,Over
MAC001145,18/03/2013,Mar,2.01050005,2.384541673,5.1700001,48,1.203100458,114.46,1.1,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,12.87,Over
MAC004179,18/05/2013,May,2.24249995,2.383666665,5.3390002,48,0.692853751,114.42,1.527,Fixed,ACORN-A,Affluent,block_0,-0.295841253,-1,12.03,Over
MAC001145,02/08/2013,Aug,2.4065001,2.382875019,5.112,48,1.109129553,114.38,1.046,Fixed,ACORN-A,Affluent,block_1,-0.295841253,-1,13.17,Over
MAC004179,03/07/2013,Jul,2.35150005,2.376583338,4.9499998,48,0.782163729,114.08,1.418,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,13.26,Over
MAC000569,12/04/2013,Apr,2.168,2.374416652,4.5890002,48,0.959336976,113.97,1.402,Fixed,ACORN-A,Affluent,block_1,-0.293985677,-1,13.55,Over
MAC004179,20/01/2013,Jan,2.21749995,2.373229167,6.4850001,48,1.063312222,113.92,1.363,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,14.62,Over
MAC000569,12/03/2013,Mar,2.13,2.372812504,4.355,48,0.801223556,113.9,1.436,Fixed,ACORN-A,Affluent,block_1,-0.293985677,-1,14.06,Over
MAC001145,04/03/2013,Mar,2.214,2.372749994,4.54,48,1.147422262,113.89,1.085,Fixed,ACORN-A,Affluent,block_1,-0.293985677,-1,13.51,Over
MAC001145,13/03/2013,Mar,2.37800005,2.372083335,4.4359999,48,1.185844056,113.86,1.0650001,Fixed,ACORN-A,Affluent,block_1,-0.293985677,-1,13.48,Over
MAC004179,30/05/2013,May,2.23249995,2.371083331,3.8859999,48,0.539918305,113.81,1.6670001,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,11.18,Over
MAC004179,18/11/2013,Nov,2.158,2.363979185,4.9130001,48,0.634342306,113.47,1.609,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,13.97,Over
MAC001145,02/03/2013,Mar,2.1005,2.362958323,5.1529999,48,1.247585766,113.42,1.079,Fixed,ACORN-A,Affluent,block_1,-0.293985677,-1,14.16,Over
MAC001145,18/01/2013,Jan,2.61300005,2.361729163,5.3959999,48,1.19942599,113.36,0.867,Fixed,ACORN-A,Affluent,block_1,-0.293985677,-1,14.22,Over
MAC004179,13/02/2013,Feb,1.79899995,2.361374975,4.4809999,48,0.954933298,113.35,1.347,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,12.96,Over
MAC000450,05/12/2013,Dec,2.599,2.350729167,4.3850002,48,1.186552892,112.84,0.65,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,12.35,Over
MAC004179,25/05/2013,May,2.25600005,2.348916683,4.3260002,48,0.603630068,112.75,1.599,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,11.31,Over
MAC004179,19/09/2013,Sep,2.2069999,2.344666667,3.786,48,0.583300264,112.54,1.602,Fixed,ACORN-A,Affluent,block_0,-0.293985677,-1,12.47,Over
MAC004179,29/05/2013,May,2.2155,2.340249996,4.6820002,48,0.52098577,112.33,1.772,Fixed,ACORN-A,Affluent,block_0,-0.292134281,-1,11.47,Over
MAC001145,04/01/2013,Jan,1.9075,2.338500008,4.6900001,48,1.044322742,112.25,1.094,Fixed,ACORN-A,Affluent,block_1,-0.292134281,-1,13.4,Over
MAC004179,12/08/2013,Aug,2.09599995,2.338312496,5.2690001,48,0.742405709,112.24,1.484,Fixed,ACORN-A,Affluent,block_0,-0.292134281,-1,14.51,Over
MAC001145,14/03/2013,Mar,2.00849995,2.334458327,5.0320001,48,1.329118591,112.05,1.08,Fixed,ACORN-A,Affluent,block_1,-0.291210147,-1,13.41,Over
MAC001145,01/10/2013,Oct,2.58299995,2.328374988,4.4679999,48,1.173346714,111.76,0.851,Fixed,ACORN-A,Affluent,block_1,-0.291210147,-1,13.66,Over
MAC001145,28/02/2013,Feb,2.595,2.328187498,4.4780002,48,1.043282786,111.75,1.054,Fixed,ACORN-A,Affluent,block_1,-0.291210147,-1,13.12,Over
MAC001145,21/03/2013,Mar,2.0625,2.326583348,4.8920002,48,1.154573107,111.68,1.0930001,Fixed,ACORN-A,Affluent,block_1,-0.291210147,-1,13.18,Over
MAC004179,29/10/2013,Oct,2.1855,2.323520831,3.8369999,48,0.553507644,111.53,1.546,Fixed,ACORN-A,Affluent,block_0,-0.291210147,-1,13.33,Over
MAC004179,16/01/2013,Jan,2.01050005,2.323583342,4.4070001,48,0.764136278,111.53,1.397,Fixed,ACORN-A,Affluent,block_0,-0.291210147,-1,14.03,Over
MAC004179,06/10/2013,Oct,2.2054999,2.323479162,4.0349998,48,0.611701157,111.53,1.497,Fixed,ACORN-A,Affluent,block_0,-0.291210147,-1,11.39,Over
MAC004179,10/01/2013,Jan,2.25100005,2.322312498,4.3940001,48,0.529181444,111.47,1.5549999,Fixed,ACORN-A,Affluent,block_0,-0.291210147,-1,12.22,Over
MAC001145,19/03/2013,Mar,2.22749995,2.321499992,4.8049998,48,1.06977098,111.43,1.089,Fixed,ACORN-A,Affluent,block_1,-0.289365004,-1,13.11,Over
MAC001145,04/08/2013,Aug,2.31800005,2.318249998,4.5510001,48,1.0346767,111.28,0.858,Fixed,ACORN-A,Affluent,block_1,-0.289365004,-1,12.46,Over
MAC004179,14/10/2013,Oct,2.25,2.316708325,3.898,48,0.606325649,111.2,1.186,Fixed,ACORN-A,Affluent,block_0,-0.289365004,-1,13.2,Over
MAC001145,04/02/2013,Feb,2.2084999,2.315833329,4.8390002,48,1.151534683,111.16,1.0829999,Fixed,ACORN-A,Affluent,block_1,-0.289365004,-1,12.96,Over
MAC001145,03/03/2013,Mar,2.07850005,2.313312506,4.7319999,48,1.221230148,111.04,0.946,Fixed,ACORN-A,Affluent,block_1,-0.289365004,-1,13.86,Over
MAC000569,26/12/2013,Dec,2.16700005,2.311958329,3.7980001,48,0.720708252,110.97,0.661,Fixed,ACORN-A,Affluent,block_1,-0.289365004,-1,13.68,Over
MAC001145,18/02/2013,Feb,2.29550005,2.310812513,5.7210002,48,1.255293447,110.92,1.077,Fixed,ACORN-A,Affluent,block_1,-0.289365004,-1,12.81,Over
MAC004179,11/10/2013,Oct,2.125,2.310666652,4.132,48,0.738445604,110.91,1.345,Fixed,ACORN-A,Affluent,block_0,-0.289365004,-1,14.1,Over
MAC004179,20/12/2013,Dec,2.10650005,2.303791663,4.211,48,0.618063332,110.58,1.467,Fixed,ACORN-A,Affluent,block_0,-0.289365004,-1,13.73,Over
